"","X_UWI_DISPLAY","UWI","SURFACE_LATITUDE","SURFACE_LONGITUDE","X_TD_TVD","DRILL_TD","X_ONPROD_DATE","RIG_RELEASE_DATE","PROFILE_TYPE","PSUM_POOL_NAME","PSUM_OPERATOR_NAME"
"4290","00/09-20-079-14W6/0","100092007914W600",55.865084,-120.143885,2274,2274,2007-12-28,2007-08-23,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4291","00/09-21-079-21W6/0","100092107921W600",55.878456,-121.229457,2734.3,4615,2012-01-13,2011-07-28,"Horizontal","DOIG PHOSPHATE BEDS A","SHELL CANADA LIMITED"
"4292","00/09-22-079-15W6/0","100092207915W600",55.853485,-120.219084,2104.02,4032,2015-08-31,2015-05-28,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4293","00/09-23-079-15W6/0","100092307915W600",55.86215,-120.222278,2170,2170,2002-03-21,2001-11-12,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4294","00/09-23-079-17W6/0","100092307917W600",55.872115,-120.552605,NA,NA,NA,NA,"Horizontal","NA","ENCANA CORPORATION"
"4295","00/09-24-079-15W6/0","100092407915W600",55.877088,-120.222087,2034.73,4443,2016-04-11,2016-03-19,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4296","00/09-25-079-15W6/0","100092507915W600",55.875608,-120.205982,2130.26,2292,2008-11-21,2008-08-10,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4297","00/09-26-079-15W6/0","100092607915W600",55.877049,-120.222801,2100,2100,2002-03-21,2001-12-26,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4298","00/09-26-079-17W6/2","100092607917W602",55.891337,-120.550097,2132.65,3863,2010-06-23,2008-08-21,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4299","00/09-26-079-21W6/0","100092607921W600",55.860955,-121.145014,2745.6,4880,2010-07-01,2010-03-02,"Horizontal","MONTNEY A","SHELL CANADA LIMITED"
"4300","00/09-26-079-21W6/2","100092607921W602",55.860955,-121.145014,2745.6,4880,NA,2010-03-02,"Horizontal","NA","SHELL CANADA LIMITED"
"4301","00/09-26-080-16W6/0","100092608016W600",55.961256,-120.345308,2032.22,3781,2014-04-12,2014-01-29,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4302","00/09-27-079-18W6/0","100092707918W600",55.881781,-120.755477,2235.79,4715,2009-05-16,2008-12-27,"Horizontal","MONTNEY A","SHELL CANADA LIMITED"
"4303","00/09-28-080-16W6/0","100092808016W600",55.971477,-120.453963,1914.02,3405,2008-11-27,2008-10-26,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4304","00/09-29-079-14W6/0","100092907914W600",55.879388,-120.142307,2040,2040,2004-01-23,2003-11-02,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4305","00/09-31-079-14W6/2","100093107914W602",55.891321,-120.166631,2619,2619,2002-04-28,2000-06-25,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4306","00/09-32-080-16W6/0","100093208016W600",55.981116,-120.481747,1961.17,3902,2013-11-01,2013-06-23,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4307","00/09-33-078-19W6/0","100093307819W600",55.808229,-120.873213,2800.85,2818,2007-11-06,2007-08-14,"Vertical","MONTNEY A","SHELL CANADA LIMITED"
"4308","00/09-34-080-16W6/0","100093408016W600",55.992823,-120.441688,2048.8,4747,2017-07-07,2017-04-03,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4309","00/09-34-080-17W6/0","100093408017W600",55.998397,-120.597959,2034.72,5060,2013-03-03,2013-01-25,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4310","00/09-35-079-19W6/0","100093507919W600",55.894853,-120.871912,2537.41,4030,2015-02-22,2014-05-25,"Horizontal","MONTNEY A","SHELL CANADA LIMITED"
"4311","00/09-36-079-20W6/0","100093607920W600",55.894181,-120.979133,2832,2832,2009-04-01,2008-12-31,"Vertical","MONTNEY A","SHELL CANADA LIMITED"
"4312","00/06-29-080-17W6/0","100062908017W600",55.945258,-120.59819,2057.7,4376,2017-12-01,2017-06-28,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4313","00/07-29-080-16W6/0","100072908016W600",55.96615,-120.480991,1980.31,3404,2010-04-15,2010-02-06,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4314","00/09-03-080-17W6/0","100090308017W600",55.891337,-120.550337,2114.82,3871,2010-03-30,2008-09-10,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4315","00/09-18-080-15W6/0","100091808015W600",55.943075,-120.34978,2096.13,3840,2016-08-05,2016-02-05,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4316","00/10-05-080-17W6/0","100100508017W600",55.896699,-120.577236,2235.64,5020,2018-05-23,2017-11-17,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4317","00/10-30-079-17W6/0","100103007917W600",55.855032,-120.599261,2521.98,6357,2014-04-21,2013-12-02,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4318","00/10-34-080-16W6/0","100103408016W600",55.988507,-120.408911,2020.32,2420,2008-08-14,2008-07-13,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4319","00/11-04-079-14W6/0","100110407914W600",55.81862,-120.126992,2157,2157,2004-03-25,2004-02-03,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4320","00/11-04-079-17W6/2","100110407917W602",55.808752,-120.580879,2372.45,3850,2009-12-04,2008-12-10,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4321","00/11-26-080-16W6/0","100112608016W600",55.965922,-120.391676,3825.58,3841,NA,2009-01-03,"Vertical","NA","TOURMALINE OIL CORP."
"4322","00/11-28-079-14W6/0","100112807914W600",55.87931,-120.130667,2018,2018,2002-05-31,2002-02-24,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4323","00/11-28-079-17W6/0","100112807917W600",55.867932,-120.568805,2203.92,4311,2011-04-16,2010-08-20,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4324","00/11-31-080-17W6/0","100113108017W600",55.991748,-120.681461,2078.16,4362,2018-02-22,2017-08-04,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4325","00/11-33-079-14W6/0","100113307914W600",55.913535,-120.151076,1938.67,4814,2017-03-19,2016-11-13,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4326","00/12-02-079-12W6/0","100120207912W600",55.79731,-119.741478,2141.56,5101,2014-03-29,2013-11-25,"Horizontal","COMMINGLED POOL 012","BIRCHCLIFF ENERGY LTD."
"4327","00/12-02-080-15W6/0","100120208015W600",55.928245,-120.258895,1970.64,4332,2018-01-10,2017-10-19,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4328","00/12-05-079-14W6/2","100120507914W602",55.802526,-120.130634,2076.28,4899,NA,2017-12-05,"Horizontal","NA","ARC RESOURCES LTD."
"4329","00/12-05-080-14W6/0","100120508014W600",55.928365,-120.17967,2170.35,5007,2018-04-12,2017-08-18,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4330","00/12-06-080-15W6/0","100120608015W600",55.903259,-120.319909,2111.24,3647,2013-11-07,2013-08-31,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4331","00/12-10-080-17W6/0","100121008017W600",55.904756,-120.547662,2113.88,4938,2014-06-08,2014-02-18,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4332","00/12-12-080-16W6/0","100121208016W600",55.91695,-120.346259,2326.43,3888,2018-04-18,2018-01-23,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4333","00/12-15-079-14W6/0","100121507914W600",55.860473,-120.13509,2002.66,3900,2009-10-13,2009-04-14,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4334","00/12-17-079-14W6/0","100121707914W600",55.847739,-120.160243,2085,2085,2003-02-05,2002-12-21,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4335","00/12-17-079-18W6/0","100121707918W600",55.844359,-120.754519,2423.59,4512,2011-07-08,2010-09-09,"Horizontal","MONTNEY A","SHELL CANADA LIMITED"
"4336","00/12-20-079-18W6/2","100122007918W602",55.853856,-120.75325,2301.12,4650,2009-02-03,2008-09-12,"Horizontal","MONTNEY A","SHELL CANADA LIMITED"
"4337","00/12-26-080-15W6/0","100122608015W600",55.962425,-120.21546,1866.21,3517,NA,2016-10-31,"Horizontal","NA","TOURMALINE OIL CORP."
"4338","00/12-30-080-15W6/0","100123008015W600",55.96257,-120.319987,1927.87,3389,2015-03-19,2014-12-05,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4339","00/12-31-079-14W6/0","100123107914W600",55.884099,-120.168067,1975.41,3409,2005-07-25,2005-01-31,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4340","00/12-34-080-16W6/0","100123408016W600",55.975095,-120.396269,1871.18,3490,2009-03-02,2008-12-11,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4341","00/12-35-079-18W6/0","100123507918W600",55.872796,-120.667758,2217.11,5550,2011-05-09,2010-11-15,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4342","00/12-36-079-15W6/0","100123607915W600",55.884536,-120.193942,2010.07,3440,2006-10-21,2006-08-28,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4343","00/13-02-079-12W6/2","100130207912W602",55.806814,-119.724379,2092.17,5423,2013-06-13,2012-11-06,"Horizontal","COMMINGLED POOL 012","BIRCHCLIFF ENERGY LTD."
"4344","00/13-04-079-10W6/0","100130407910W600",55.814257,-119.485191,1803.81,3580,2008-12-09,2008-10-05,"Horizontal","DOIG J","VELVET ENERGY LTD."
"4345","00/13-04-079-17W6/0","100130407917W600",55.809378,-120.580913,2307.87,4360,2015-01-28,2014-07-05,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4346","00/13-04-079-19W6/0","100130407919W600",55.816729,-120.883734,2530.89,4800,2009-02-16,2008-09-07,"Horizontal","MONTNEY A","SHELL CANADA LIMITED"
"4347","00/13-07-079-14W6/0","100130707914W600",55.836606,-120.185916,2098,2098,2003-01-29,2002-12-08,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4348","00/13-08-079-11W6/0","100130807911W600",55.820596,-119.668006,2099.45,4295,2014-04-06,2014-01-09,"Horizontal","COMMINGLED POOL 012","BIRCHCLIFF ENERGY LTD."
"4349","00/13-12-079-12W6/0","100131207912W600",55.813125,-119.704694,2132.03,5852,2012-08-02,2012-04-18,"Horizontal","COMMINGLED POOL 012","BIRCHCLIFF ENERGY LTD."
"4350","00/13-12-079-15W6/0","100131207915W600",55.82569,-120.195272,2059.02,4218,2014-05-19,2014-03-02,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4351","00/13-20-080-15W6/0","100132008015W600",55.949999,-120.290843,1958.75,3848,2016-11-07,2016-09-01,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4352","00/13-21-080-16W6/0","100132108016W600",55.951682,-120.424893,1932.09,3429,2011-02-11,2010-10-01,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4353","00/13-22-080-12W6/0","100132208012W600",55.941137,-119.76276,1892.93,4340,2017-02-11,2016-12-11,"Horizontal","MONTNEY UNDEFINED","ARC RESOURCES LTD."
"4354","00/13-24-079-17W6/0","100132407917W600",55.853747,-120.497177,2279.2,4717,2012-10-30,2012-08-29,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4355","00/13-24-080-15W6/0","100132408015W600",55.942585,-120.189302,2153.68,4228,2013-11-06,2013-10-28,"Horizontal","MONTNEY A","LEUCROTTA EXPLORATION INC."
"4356","00/13-26-079-15W6/0","100132607915W600",55.871064,-120.220451,2062.29,3986,2010-02-23,2010-01-24,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4357","00/13-26-079-17W6/0","100132607917W600",55.880661,-120.554178,2477.65,2479,2010-06-21,2007-07-14,"Vertical","MONTNEY A","ENCANA CORPORATION"
"4358","00/13-26-080-15W6/0","100132608015W600",55.962514,-120.21546,1864.65,3614,NA,2016-10-18,"Horizontal","NA","TOURMALINE OIL CORP."
"4359","00/13-30-079-14W6/0","100133007914W600",55.871089,-120.171849,2017.23,3698,2010-03-15,2009-12-02,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4360","00/13-30-080-15W6/0","100133008015W600",55.962668,-120.319987,1964.95,3692,2015-03-16,2015-02-03,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4361","00/13-31-079-17W6/0","100133107917W600",55.888618,-120.63144,2372.79,4305,2017-09-27,2017-06-21,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4362","00/13-33-079-14W6/0","100133307914W600",55.894792,-120.132528,1966,1966,2003-04-03,2003-02-12,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4363","00/13-33-079-17W6/0","100133307917W600",55.882811,-120.58462,2217.72,4154,2011-11-14,2011-05-29,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4364","00/14-06-079-16W6/0","100140607916W600",55.838313,-120.527466,2298.22,5118,2012-09-10,2012-05-07,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4365","00/05-23-080-16W6/0","100052308016W600",55.94809,-120.375652,1989.62,3469,2010-12-15,2010-03-07,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4366","00/05-30-079-14W6/0","100053007914W600",55.875605,-120.186269,2137,2137,2002-06-04,2002-02-05,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4367","00/05-30-080-15W6/0","100053008015W600",55.962438,-120.319987,1935.17,3650,2015-03-21,2014-10-29,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4368","00/06-32-079-20W6/0","100063207920W600",55.875488,-121.064297,2656.73,4900,2010-04-22,2010-02-08,"Horizontal","MONTNEY A","SHELL CANADA LIMITED"
"4369","00/06-35-078-20W6/0","100063507820W600",55.789823,-120.966238,2662.71,4622,2011-11-29,2010-07-18,"Horizontal","MONTNEY A","SHELL CANADA LIMITED"
"4370","00/07-13-079-15W6/0","100071307915W600",55.846605,-120.203328,2178,2178,2004-03-11,2003-12-20,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4371","00/07-16-080-13W6/0","100071608013W600",55.932876,-119.967047,1845.61,1887,NA,2006-08-22,"Vertical","NA","LEUCROTTA EXPLORATION INC."
"4372","00/08-29-079-17W6/0","100082907917W600",55.882216,-120.63301,NA,NA,NA,NA,"Horizontal","NA","ENCANA CORPORATION"
"4373","00/08-29-080-16W6/0","100082908016W600",55.973981,-120.480412,4081,4081,2017-10-08,2017-03-26,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4374","00/09-06-079-11W6/0","100090607911W600",55.79613,-119.648565,2139.4,6140,2012-02-19,2012-02-04,"Horizontal","COMMINGLED POOL 012","BIRCHCLIFF ENERGY LTD."
"4375","00/09-06-079-14W6/0","100090607914W600",55.82569,-120.195033,2066.09,4112,2014-05-19,2014-02-14,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4376","00/09-18-080-14W6/0","100091808014W600",55.94236,-120.189302,1985.33,3636,2013-08-31,2013-07-06,"Horizontal","MONTNEY A","LEUCROTTA EXPLORATION INC."
"4377","00/10-08-079-14W6/0","100100807914W600",55.833064,-120.1485,2123,2123,2004-02-12,2003-12-01,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4378","00/10-08-079-18W6/0","100100807918W600",55.835685,-120.807706,2376.58,4564,2009-05-16,2009-02-03,"Horizontal","MONTNEY A","SHELL CANADA LIMITED"
"4379","00/10-10-080-17W6/0","100101008017W600",55.904561,-120.533814,2195.49,4735,2015-06-01,2014-09-06,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4380","00/10-16-079-14W6/0","100101607914W600",55.848014,-120.122369,2040,2040,2002-10-09,2002-09-02,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4381","00/10-17-079-16W6/0","100101707916W600",55.860298,-120.496251,2259.51,4623,2013-06-17,2013-02-17,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4382","00/10-18-079-14W6/2","100101807914W602",55.848982,-120.176457,2700,2700,2003-01-30,1987-10-25,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4383","00/10-19-079-17W6/0","100101907917W600",55.87293,-120.667281,2296.28,4270,2010-02-03,2009-07-31,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4384","00/10-28-078-20W6/0","100102807820W600",55.782496,-121.007199,2854.68,4800,2013-01-18,2012-09-23,"Horizontal","MONTNEY A","SHELL CANADA LIMITED"
"4385","00/10-28-080-16W6/0","100102808016W600",55.969592,-120.45857,1918.9,3350,2010-03-16,2010-02-10,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4386","00/10-32-079-17W6/0","100103207917W600",55.882811,-120.585051,2235.42,4550,2016-05-23,2016-02-05,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4387","00/10-34-079-18W6/0","100103407918W600",55.901807,-120.760821,2287.78,4600,2009-08-06,2008-07-12,"Horizontal","MONTNEY A","SHELL CANADA LIMITED"
"4388","00/10-36-079-18W6/0","100103607918W600",55.880709,-120.646957,2237.09,4209,2010-02-26,2009-11-14,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4389","00/11-04-079-15W6/0","100110407915W600",55.809948,-120.269199,2156.41,3691,2014-01-17,2013-08-31,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4390","00/11-05-080-14W6/0","100110508014W600",55.92841,-120.179667,2171.61,4931,2018-04-16,2017-07-31,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4391","00/11-07-079-11W6/2","100110707911W602",55.825523,-119.68904,2036.9,3651,2008-05-27,2008-04-21,"Horizontal","COMMINGLED POOL 012","BIRCHCLIFF ENERGY LTD."
"4392","00/11-10-079-14W6/0","100111007914W600",55.840296,-120.135818,1999.66,4021,2010-08-16,2010-01-11,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4393","00/11-12-080-15W6/0","100111208015W600",55.902269,-120.196089,2196.7,4359,2014-12-28,2014-11-22,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4394","00/11-14-079-15W6/0","100111407915W600",55.8477,-120.231533,2374.85,2375,2008-11-25,2008-03-06,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4395","00/11-18-079-17W6/0","100111807917W600",55.835608,-120.627376,2379.64,4606,2015-08-22,2015-04-06,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4396","00/11-35-079-13W6/0","100113507913W600",55.885968,-119.899571,1812.13,3377,2008-10-01,2008-08-19,"Horizontal","CMG POOL 005 - DOIG B,MONTNEY A,MONTNEY N,MONTNEY P","ORLEN UPSTREAM CANADA LTD."
"4397","00/11-35-079-18W6/0","100113507918W600",55.872796,-120.667519,2217.06,5265.9,2011-05-22,2010-10-26,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4398","00/12-01-080-16W6/0","100120108016W600",55.914866,-120.394735,2039.18,3810,2012-03-12,2011-11-07,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4399","00/12-02-079-17W6/0","100120207917W600",55.809558,-120.530737,2369.22,4472,2012-03-30,2011-09-09,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4400","00/12-04-079-18W6/0","100120407918W600",55.812023,-120.741309,2381.21,4022,2009-12-01,2009-08-22,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4401","00/12-04-080-17W6/0","100120408017W600",55.89677,-120.580911,2205.51,4100,2009-04-01,2008-12-15,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4402","00/12-08-079-14W6/0","100120807914W600",55.824146,-120.144313,2054.28,3502,2007-07-10,2006-12-12,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4403","00/12-09-080-16W6/0","100120908016W600",55.921143,-120.401588,2231.42,4856,2015-11-20,2015-10-04,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4404","00/12-10-079-17W6/0","100121007917W600",55.833612,-120.576748,2312.74,2383.5,NA,2013-11-23,"Vertical","NA","ENCANA CORPORATION"
"4405","00/12-14-079-17W6/0","100121407917W600",55.838089,-120.527466,2295.96,4457,2012-09-12,2012-03-27,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4406","00/12-14-080-16W6/0","100121408016W600",55.936129,-120.372046,1998.98,3710,2013-08-01,2011-07-15,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4407","00/12-15-079-12W6/0","100121507912W600",55.838277,-119.776551,2024.17,3541,2013-09-08,2008-11-14,"Horizontal","MONTNEY H","CANADIAN NATURAL RESOURCES LIMITED"
"4408","00/13-08-080-14W6/0","100130808014W600",55.913077,-120.150852,1931.28,3413,2017-03-20,2016-11-26,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4409","00/12-15-079-15W6/0","100121507915W600",55.838855,-120.234271,2077.57,4465,2012-10-01,2010-12-13,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4410","00/12-15-080-16W6/0","100121508016W600",55.933808,-120.398228,1996.66,3789,2011-04-09,2010-11-06,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4411","00/12-18-079-18W6/0","100121807918W600",55.833803,-120.754302,2352.95,6250,2014-01-12,2013-05-13,"Horizontal","MONTNEY A","SHELL CANADA LIMITED"
"4412","00/12-18-080-17W6/0","100121808017W600",55.928852,-120.633201,2215.55,3725,2012-12-03,2012-10-06,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4413","00/12-21-079-13W6/0","100122107913W600",55.855694,-119.95483,1891.28,3746,2008-02-26,2008-02-01,"Horizontal","CMG POOL 006 - DOIG N,MONTNEY E","BIRCHCLIFF ENERGY LTD."
"4414","00/12-25-079-15W6/0","100122507915W600",55.875604,-120.20611,2141.92,2258,2008-11-18,2008-08-24,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4415","00/12-25-079-17W6/0","100122507917W600",55.860298,-120.49713,2229.17,5109,2013-05-31,2013-04-20,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4416","00/12-26-079-15W6/0","100122607915W600",55.871063,-120.220848,2067.73,3562,2006-12-10,2006-11-10,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4417","00/12-26-080-16W6/0","100122608016W600",55.958906,-120.372044,1943.8,3750,2011-07-14,2010-03-30,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4418","00/12-27-080-16W6/0","100122708016W600",55.959194,-120.397049,1920.43,3875,2013-11-20,2011-01-10,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4419","00/12-28-079-17W6/0","100122807917W600",55.865881,-120.579395,2213.46,4133,2012-09-13,2012-07-07,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4420","00/12-29-079-14W6/0","100122907914W600",55.879833,-120.163433,2066,2066,2004-04-06,2004-03-07,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"4421","00/12-31-079-17W6/0","100123107917W600",55.881993,-120.63301,2257.4,4233,2010-02-04,2009-10-27,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4422","00/12-31-080-15W6/0","100123108015W600",55.978882,-120.316467,2097.11,3771,2017-06-15,2015-11-28,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4423","00/12-32-079-14W6/0","100123207914W600",55.879593,-120.141262,1943.43,3769,2010-01-20,2009-05-03,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4424","00/12-32-080-15W6/0","100123208015W600",55.982683,-120.294104,2079.58,3928,2017-11-01,2017-07-24,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4425","00/12-33-080-17W6/2","100123308017W602",55.998199,-120.639024,5224,5224,2017-10-15,2017-01-27,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4426","00/12-34-079-13W6/0","100123407913W600",55.882849,-119.931721,2004.7,3465,2011-10-22,2011-09-14,"Horizontal","CMG POOL 005 - DOIG B,MONTNEY A,MONTNEY N,MONTNEY P","BIRCHCLIFF ENERGY LTD."
"4427","00/12-35-079-15W6/0","100123507915W600",55.880245,-120.205896,2037.05,4300,2013-04-26,2013-02-08,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4428","00/12-35-080-16W6/0","100123508016W600",55.979567,-120.372121,1894.7,3454,2012-12-02,2011-06-05,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4429","00/12-36-080-11W6/0","100123608011W600",55.981581,-119.589024,1731.96,1777,NA,2011-03-31,"Vertical","NA","CHINOOK ENERGY INC."
"4430","00/13-01-079-20W6/0","100130107920W600",55.824019,-120.998396,2847,2847,2009-07-10,2008-08-09,"Vertical","MONTNEY A","SHELL CANADA LIMITED"
"4431","00/13-01-080-16W6/0","100130108016W600",55.910432,-120.346259,2179.52,3736,2017-09-13,2017-06-10,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4432","00/13-02-079-17W6/0","100130207917W600",55.809639,-120.530579,2374.24,4305,2012-04-02,2011-09-25,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4433","00/13-03-079-19W6/0","100130307919W600",55.823381,-120.890581,2748,2748,2008-04-25,2008-03-08,"Vertical","MONTNEY A","SHELL CANADA LIMITED"
"4434","00/13-03-080-17W6/0","100130308017W600",55.900004,-120.554805,2396.39,4325,2014-04-23,2013-09-12,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4435","00/13-04-079-18W6/0","100130407918W600",55.818681,-120.742736,2367.96,3678,2011-01-09,2010-10-27,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4436","00/13-04-080-13W6/0","100130408013W600",55.899826,-119.954902,1792.74,3525,2007-11-12,2007-10-17,"Horizontal","CMG POOL 005 - DOIG B,MONTNEY A,MONTNEY N,MONTNEY P","BIRCHCLIFF ENERGY LTD."
"4437","00/13-04-080-17W6/0","100130408017W600",55.897036,-120.580287,2223.47,4405,2010-07-27,2010-02-20,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"4438","00/13-05-079-11W6/0","100130507911W600",55.811884,-119.672949,2117,3984,2011-11-22,2011-06-11,"Horizontal","COMMINGLED POOL 012","BIRCHCLIFF ENERGY LTD."
"4439","00/13-05-079-16W6/0","100130507916W600",55.814878,-120.450365,2315.86,4368,NA,2011-06-08,"Horizontal","NA","ENCANA CORPORATION"
"4440","00/13-06-080-15W6/2","100130608015W602",55.903392,-120.319909,2102.94,3960,2013-11-07,2013-07-15,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4441","00/13-09-079-11W6/0","100130907911W600",55.819317,-119.632701,2033.32,4959,2013-04-28,2012-07-25,"Horizontal","COMMINGLED POOL 012","BIRCHCLIFF ENERGY LTD."
"4442","00/13-09-080-16W6/0","100130908016W600",55.921143,-120.401508,2096.55,4747,2015-11-25,2015-10-31,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4443","00/13-11-080-13W6/0","100131108013W600",55.913262,-119.929027,1952.58,3295,2014-10-01,2014-10-02,"Horizontal","MONTNEY FF","ORLEN UPSTREAM CANADA LTD."
"4444","00/13-15-079-12W6/0","100131507912W600",55.838372,-119.776382,2022.42,4005,2013-11-14,2008-12-21,"Horizontal","MONTNEY H","CANADIAN NATURAL RESOURCES LIMITED"
"4445","00/13-15-079-14W6/0","100131507914W600",55.860383,-120.134611,1995.33,3909,2009-10-13,2009-03-29,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"4446","00/13-15-080-16W6/0","100131508016W600",55.933861,-120.398228,1988.23,3654.01,2011-04-04,2010-11-22,"Horizontal","MONTNEY A","TOURMALINE OIL CORP."
"4447","00/13-16-079-14W6/0","100131607914W600",55.851084,-120.133768,2080,2080,2002-10-10,2002-07-11,"Vertical","MONTNEY A","ARC RESOURCES LTD."
